"","Date","AwayTeam","AQ1","AQ2","AQ3","AQ4","AF","HomeTeam","HQ1","HQ2","HQ3","HQ4","HF","Diff","Year","Post_Season"
"11901",1209,"LALakers",29,24,25,17,95,"Memphis",25,34,26,23,108,13,2022,0
"11902",1209,"Denver",29,36,25,21,111,"SanAntonio",37,37,26,23,123,12,2022,0
"11903",1210,"Sacramento",36,35,28,24,123,"Charlotte",37,32,29,26,124,1,2022,0
"11904",1210,"Dallas",26,28,26,13,93,"Indiana",22,34,26,24,106,13,2022,0
"11905",1210,"Brooklyn",26,26,37,24,113,"Atlanta",26,29,36,14,105,-8,2022,0
"11906",1210,"NewYork",14,28,23,22,87,"Toronto",31,19,19,21,90,3,2022,0
"11907",1210,"Cleveland",34,31,27,31,123,"Minnesota",20,24,27,35,106,-17,2022,0
"11908",1210,"Milwaukee",26,32,32,33,123,"Houston",23,42,30,19,114,-9,2022,0
"11909",1210,"LALakers",32,32,29,23,116,"OklahomaCity",18,27,23,27,95,-21,2022,0
"11910",1210,"Detroit",32,23,12,26,93,"NewOrleans",25,29,29,26,109,16,2022,0
"11911",1210,"Boston",24,15,30,21,90,"Phoenix",25,32,27,27,111,21,2022,0
"11912",1211,"Orlando",30,14,31,29,104,"LAClippers",23,26,29,28,106,2,2022,0
"11913",1211,"Utah",28,22,31,42,123,"Washington",24,27,18,29,98,-25,2022,0
"11914",1211,"Houston",29,18,30,29,106,"Memphis",40,23,23,27,113,7,2022,0
"11915",1211,"Chicago",25,27,18,22,92,"Miami",39,26,21,32,118,26,2022,0
"11916",1211,"Sacramento",23,29,26,25,103,"Cleveland",36,45,20,16,117,14,2022,0
"11917",1211,"GoldenState",22,27,24,20,93,"Philadelphia",23,23,24,32,102,9,2022,0
"11918",1211,"Denver",28,44,31,24,127,"SanAntonio",29,27,18,38,112,-15,2022,0
"11919",1212,"Milwaukee",26,35,32,19,112,"NewYork",16,32,31,18,97,-15,2022,0
"11920",1212,"Brooklyn",31,29,26,30,116,"Detroit",24,33,34,13,104,-12,2022,0
"11921",1212,"NewOrleans",26,26,30,15,97,"SanAntonio",28,26,29,29,112,15,2022,0
"11922",1212,"Dallas",28,28,24,23,103,"OklahomaCity",27,19,25,13,84,-19,2022,0
"11923",1212,"Minnesota",33,23,33,27,116,"Portland",26,29,29,27,111,-5,2022,0
"11924",1212,"Orlando",25,27,10,32,94,"LALakers",18,31,36,21,106,12,2022,0
"11925",1213,"Miami",25,19,29,21,94,"Cleveland",23,32,23,27,105,11,2022,0
"11926",1213,"GoldenState",25,22,33,22,102,"Indiana",29,26,29,16,100,-2,2022,0
"11927",1213,"Sacramento",22,23,24,32,101,"Toronto",30,40,23,31,124,23,2022,0
"11928",1213,"Houston",28,30,30,44,132,"Atlanta",38,31,32,25,126,-6,2022,0
"11929",1213,"Milwaukee",30,20,24,29,103,"Boston",21,30,34,32,117,14,2022,0
"11930",1213,"Philadelphia",30,26,19,16,91,"Memphis",37,31,33,25,126,35,2022,0
"11931",1213,"Charlotte",20,23,26,27,96,"Dallas",37,33,21,29,120,24,2022,0
"11932",1213,"Washington",22,19,29,37,107,"Denver",29,30,32,22,113,6,2022,0
"11933",1213,"Phoenix",21,23,25,26,95,"LAClippers",27,29,23,32,111,16,2022,0
"11934",1214,"GoldenState",24,23,24,34,105,"NewYork",24,24,16,32,96,-9,2022,0
"11935",1214,"Toronto",32,24,44,20,129,"Brooklyn",33,33,25,29,131,2,2022,0
"11936",1214,"Phoenix",32,17,24,29,111,"Portland",21,22,32,27,107,-4,2022,0
"11937",1215,"Atlanta",27,37,29,18,111,"Orlando",25,25,23,26,99,-12,2022,0
"11938",1215,"Houston",16,22,25,26,89,"Cleveland",35,34,31,24,124,35,2022,0
"11939",1215,"Miami",29,29,23,20,101,"Philadelphia",18,31,21,26,96,-5,2022,0
"11940",1215,"LALakers",33,14,26,20,107,"Dallas",23,27,23,20,104,-3,2022,0
"11941",1215,"NewOrleans",24,21,30,38,113,"OklahomaCity",28,23,27,32,110,-3,2022,0
"11942",1215,"Indiana",33,20,34,12,99,"Milwaukee",33,25,29,27,114,15,2022,0
"11943",1215,"Charlotte",46,27,37,21,131,"SanAntonio",31,26,25,33,115,-16,2022,0
"11944",1215,"Minnesota",40,35,33,16,124,"Denver",32,29,27,19,107,-17,2022,0
"11945",1215,"Washington",32,25,32,16,105,"Sacramento",27,29,28,35,119,14,2022,0
"11946",1215,"LAClippers",31,28,22,22,103,"Utah",35,30,28,31,124,21,2022,0
"11947",1215,"Memphis",24,31,25,33,113,"Portland",19,28,35,21,103,-10,2022,0
"11948",1216,"Detroit",29,35,27,22,113,"Indiana",32,38,33,19,122,9,2022,0
"11949",1216,"Philadelphia",25,23,31,26,105,"Brooklyn",39,27,19,29,114,9,2022,0
"11950",1216,"NewYork",39,18,27,32,116,"Houston",30,21,31,21,103,-13,2022,0
"11951",1216,"Washington",23,27,21,27,98,"Phoenix",31,31,27,29,118,20,2022,0
"11952",1217,"Miami",31,35,27,22,115,"Orlando",22,35,26,22,105,-10,2022,0
"11953",1217,"Denver",29,43,34,27,133,"Atlanta",26,28,33,28,115,-18,2022,0
"11954",1217,"GoldenState",34,34,14,29,111,"Boston",26,28,27,26,107,-4,2022,0
"11955",1217,"LALakers",16,29,20,27,92,"Minnesota",23,31,31,25,110,18,2022,0
"11956",1217,"SanAntonio",36,23,41,28,128,"Utah",37,36,23,30,126,-2,2022,0
"11957",1217,"Charlotte",24,31,31,30,116,"Portland",41,40,22,22,125,9,2022,0
"11958",1217,"Memphis",29,29,33,33,124,"Sacramento",31,25,19,30,105,-19,2022,0
"11959",1217,"Milwaukee",28,21,28,26,112,"NewOrleans",21,31,25,26,116,4,2022,0
"11960",1218,"Houston",38,24,26,28,116,"Detroit",30,19,26,32,107,-9,2022,0
"11961",1218,"Orlando",26,24,24,26,100,"Brooklyn",17,27,22,27,93,-7,2022,0
"11962",1218,"GoldenState",18,24,27,31,100,"Toronto",31,32,33,23,119,19,2022,0
"11963",1218,"LAClippers",19,33,27,24,103,"OklahomaCity",24,33,24,23,104,1,2022,0
"11964",1218,"NewYork",18,29,41,19,107,"Boston",32,30,24,28,114,7,2022,0
"11965",1218,"Cleveland",34,28,31,26,119,"Milwaukee",20,31,18,21,90,-29,2022,0
"11966",1218,"Washington",27,29,28,25,109,"Utah",33,20,27,23,103,-6,2022,0
"11967",1219,"LALakers",22,37,25,26,110,"Chicago",28,33,22,32,115,5,2022,0
"11968",1219,"SanAntonio",27,29,29,29,114,"Sacramento",37,26,28,30,121,7,2022,0
"11969",1219,"Portland",28,23,26,28,105,"Memphis",32,20,28,20,100,-5,2022,0
"11970",1219,"Miami",23,25,19,23,90,"Detroit",20,26,33,21,100,10,2022,0
"11971",1219,"Dallas",25,25,38,17,105,"Minnesota",27,29,30,25,111,6,2022,0
"11972",1219,"Charlotte",15,32,33,26,106,"Phoenix",37,32,39,29,137,31,2022,0
"11973",1220,"Philadelphia",28,23,24,33,108,"Boston",20,29,31,23,103,-5,2022,0
"11974",1220,"OklahomaCity",16,31,27,28,102,"Memphis",28,22,22,27,99,-3,2022,0
"11975",1220,"Houston",26,28,29,35,118,"Chicago",35,38,32,28,133,15,2022,0
"11976",1220,"Charlotte",16,25,27,34,102,"Utah",35,19,26,32,112,10,2022,0
"11977",1220,"Sacramento",16,30,33,19,98,"GoldenState",26,32,26,29,113,15,2022,0
"11978",1220,"SanAntonio",35,27,30,24,116,"LAClippers",27,21,17,27,92,-24,2022,0
"11979",1221,"Detroit",17,20,32,22,91,"NewYork",24,24,32,25,105,14,2022,0
"11980",1221,"Indiana",21,24,24,27,96,"Miami",33,35,30,27,125,29,2022,0
"11981",1221,"Portland",21,28,29,19,97,"NewOrleans",24,27,30,30,111,14,2022,0
"11982",1221,"Minnesota",35,15,28,24,102,"Dallas",34,27,27,26,114,12,2022,0
"11983",1221,"Phoenix",24,30,31,23,108,"LALakers",25,27,21,17,90,-18,2022,0
"11984",1222,"Orlando",22,25,23,34,104,"Atlanta",20,17,24,37,98,-6,2022,0
"11985",1222,"Cleveland",26,22,25,28,101,"Boston",31,32,22,26,111,10,2022,0
"11986",1222,"Houston",24,26,26,30,106,"Milwaukee",25,38,34,29,126,20,2022,0
"11987",1222,"Denver",18,34,14,28,94,"OklahomaCity",28,32,28,20,108,14,2022,0
"11988",1222,"LAClippers",25,24,25,31,105,"Sacramento",20,18,30,21,89,-16,2022,0
"11989",1223,"Atlanta",32,19,28,19,98,"Philadelphia",18,33,24,21,96,-2,2022,0
"11990",1223,"Houston",28,30,36,12,106,"Indiana",36,27,28,27,118,12,2022,0
"11991",1223,"NewOrleans",32,23,28,27,110,"Orlando",17,26,35,26,104,-6,2022,0
"11992",1223,"Detroit",29,32,26,25,112,"Miami",29,26,33,27,115,3,2022,0
"11993",1223,"Washington",31,26,33,34,124,"NewYork",27,37,22,31,117,-7,2022,0
"11994",1223,"Milwaukee",15,26,34,27,102,"Dallas",23,20,31,21,95,-7,2022,0
"11995",1223,"Minnesota",27,33,30,26,116,"Utah",35,32,34,27,128,12,2022,0
"11996",1223,"Charlotte",27,25,25,38,115,"Denver",26,39,29,13,107,-8,2022,0
"11997",1223,"OklahomaCity",17,31,21,32,101,"Phoenix",29,16,37,31,113,12,2022,0
"11998",1223,"Memphis",31,22,30,21,104,"GoldenState",27,25,32,29,113,9,2022,0
"11999",1223,"SanAntonio",33,33,39,33,138,"LALakers",24,31,37,18,110,-28,2022,0
"12000",1225,"Atlanta",21,30,15,21,87,"NewYork",30,31,20,20,101,14,2022,0
"12001",1225,"Boston",35,27,32,19,113,"Milwaukee",22,25,43,27,117,4,2022,0
"12002",1225,"GoldenState",33,25,26,32,116,"Phoenix",27,35,22,23,107,-9,2022,0
"12003",1225,"Brooklyn",38,28,36,20,122,"LALakers",23,39,20,33,115,-7,2022,0
"12004",1225,"Dallas",34,29,27,26,116,"Utah",25,40,25,30,120,4,2022,0
"12005",1226,"Orlando",24,15,21,23,83,"Miami",22,20,30,21,93,10,2022,0
"12006",1226,"Philadelphia",25,38,29,25,117,"Washington",31,24,17,24,96,-21,2022,0
"12007",1226,"Toronto",34,21,23,21,99,"Cleveland",35,37,46,26,144,45,2022,0
"12008",1226,"Memphis",20,29,40,38,127,"Sacramento",24,26,27,25,102,-25,2022,0
"12009",1226,"NewOrleans",18,31,32,31,112,"OklahomaCity",32,25,32,28,117,5,2022,0
"12010",1226,"Detroit",30,24,26,29,109,"SanAntonio",38,40,41,25,144,35,2022,0
"12011",1226,"Indiana",27,21,31,26,105,"Chicago",33,30,24,26,113,8,2022,0
"12012",1226,"Denver",32,32,15,24,103,"LAClippers",30,25,28,17,100,-3,2022,0
"12013",1227,"Houston",29,21,20,29,99,"Charlotte",33,31,32,27,123,24,2022,0
"12014",1227,"Chicago",31,38,29,32,130,"Atlanta",36,27,24,31,118,-12,2022,0
"12015",1227,"Boston",29,27,23,24,103,"Minnesota",23,22,29,34,108,5,2022,0
"12016",1227,"Utah",34,19,29,28,110,"SanAntonio",27,16,27,34,104,-6,2022,0
"12017",1227,"Memphis",25,35,29,25,114,"Phoenix",24,24,27,38,113,-1,2022,0
"12018",1227,"Dallas",34,38,34,26,132,"Portland",29,24,31,33,117,-15,2022,0
"12019",1227,"Brooklyn",38,33,30,23,124,"LAClippers",33,22,26,27,108,-16,2022,0
"12020",1228,"Milwaukee",32,40,25,30,127,"Orlando",24,21,37,28,110,-17,2022,0
"12021",1228,"Philadelphia",27,28,30,29,114,"Toronto",24,24,33,28,109,-5,2022,0
"12022",1228,"Washington",24,27,22,39,112,"Miami",38,27,26,28,119,7,2022,0
"12023",1228,"NewYork",29,15,28,24,96,"Minnesota",22,19,21,26,88,-8,2022,0
"12024",1228,"LALakers",34,33,30,35,132,"Houston",35,24,33,31,123,-9,2022,0
"12025",1228,"Cleveland",39,19,25,21,104,"NewOrleans",20,28,28,32,108,4,2022,0
"12026",1228,"Denver",31,29,14,15,89,"GoldenState",16,20,25,25,86,-3,2022,0
"12027",1228,"OklahomaCity",34,23,24,30,111,"Sacramento",32,29,26,30,117,6,2022,0
"12028",1229,"NewYork",23,25,16,30,94,"Detroit",20,21,30,14,85,-9,2022,0
"12029",1229,"Charlotte",34,37,19,26,116,"Indiana",27,30,25,26,108,-8,2022,0
"12030",1229,"LAClippers",26,21,22,22,91,"Boston",21,19,23,19,82,-9,2022,0
"12031",1229,"LALakers",30,24,29,16,99,"Memphis",23,25,30,26,104,5,2022,0
"12032",1229,"Atlanta",36,17,34,30,117,"Chicago",38,36,30,27,131,14,2022,0
"12033",1229,"OklahomaCity",23,29,29,16,97,"Phoenix",33,27,25,30,115,18,2022,0
"12034",1229,"Utah",36,33,27,24,120,"Portland",27,32,23,23,105,-15,2022,0
"12035",1229,"Dallas",30,13,26,25,94,"Sacramento",20,35,17,23,95,1,2022,0
"12036",1230,"Philadelphia",39,16,29,26,110,"Brooklyn",31,23,28,20,102,-8,2022,0
"12037",1230,"Cleveland",30,21,21,21,93,"Washington",31,27,33,19,110,17,2022,0
"12038",1230,"Milwaukee",32,31,33,40,136,"Orlando",24,27,34,33,118,-18,2022,0
"12039",1231,"Phoenix",20,21,36,31,108,"Boston",32,35,33,23,123,15,2022,0
"12040",1231,"Chicago",25,29,28,26,108,"Indiana",23,27,29,27,106,-2,2022,0
"12041",1231,"Dallas",34,28,32,18,112,"Sacramento",39,17,20,20,96,-16,2022,0
"12042",1231,"Miami",41,33,26,20,120,"Houston",30,30,27,23,110,-10,2022,0
"12043",1231,"Atlanta",25,26,40,30,121,"Cleveland",32,34,22,30,118,-3,2022,0
"12044",1231,"LAClippers",29,33,25,21,108,"Toronto",32,24,26,34,116,8,2022,0
"12045",1231,"NewYork",20,29,16,15,80,"OklahomaCity",23,28,23,21,95,15,2022,0
"12046",1231,"SanAntonio",26,35,18,26,105,"Memphis",32,31,27,28,118,13,2022,0
"12047",1231,"Minnesota",22,28,37,21,108,"Utah",29,34,23,34,120,12,2022,0
"12048",1231,"Portland",28,26,23,29,106,"LALakers",43,26,32,38,139,33,2022,0
"12049",101,"NewOrleans",24,32,26,31,113,"Milwaukee",27,37,32,40,136,23,2022,0
"12050",101,"Chicago",25,27,34,34,120,"Washington",32,32,24,31,119,-1,2022,0
"12051",101,"SanAntonio",29,30,22,24,116,"Detroit",20,32,33,20,117,1,2022,0
"12052",101,"LAClippers",29,20,31,40,120,"Brooklyn",30,23,34,29,116,-4,2022,0
"12053",101,"Denver",30,47,22,25,124,"Houston",31,24,19,37,111,-13,2022,0
"12054",101,"GoldenState",29,35,22,37,123,"Utah",24,26,41,25,116,-7,2022,0
"12055",102,"NewYork",27,18,29,31,105,"Toronto",30,26,40,24,120,15,2022,0
"12056",102,"Indiana",30,26,28,20,104,"Cleveland",30,28,30,20,108,4,2022,0
"12057",102,"Orlando",19,23,35,23,111,"Boston",28,17,20,35,116,5,2022,0
"12058",102,"Miami",18,39,33,23,113,"Sacramento",26,35,29,25,115,2,2022,0
"12059",102,"Dallas",26,25,22,22,95,"OklahomaCity",22,17,25,22,86,-9,2022,0
"12060",102,"Phoenix",36,37,33,27,133,"Charlotte",27,20,27,25,99,-34,2022,0
"12061",102,"Minnesota",24,30,26,23,103,"LALakers",31,26,21,30,108,5,2022,0
"12062",103,"Houston",30,33,29,21,113,"Philadelphia",34,28,41,30,133,20,2022,0
"12063",103,"Charlotte",25,39,26,31,121,"Washington",38,18,28,40,124,3,2022,0
"12064",103,"Memphis",29,27,40,22,118,"Brooklyn",24,23,26,31,104,-14,2022,0
"12065",103,"Detroit",28,33,26,28,115,"Milwaukee",30,34,21,21,106,-9,2022,0
"12066",103,"Orlando",21,19,26,32,98,"Chicago",15,30,24,33,102,4,2022,0
"12067",103,"Utah",23,29,30,33,115,"NewOrleans",24,25,28,27,104,-11,2022,0
"12068",103,"Denver",20,17,26,26,89,"Dallas",24,22,23,34,103,14,2022,0
"12069",103,"Atlanta",32,33,40,26,131,"Portland",36,34,30,36,136,5,2022,0
"12070",103,"Miami",25,29,28,26,108,"GoldenState",33,26,30,26,115,7,2022,0
"12071",103,"Minnesota",26,38,21,37,122,"LAClippers",21,25,19,39,104,-18,2022,0
"12072",104,"SanAntonio",29,24,28,23,104,"Toronto",30,38,29,32,129,25,2022,0
"12073",104,"Memphis",27,30,19,34,110,"Cleveland",30,25,20,31,106,-4,2022,0
"12074",104,"Indiana",25,30,22,17,94,"NewYork",32,23,29,20,104,10,2022,0
"12075",104,"Phoenix",42,22,31,28,123,"NewOrleans",31,23,30,26,110,-13,2022,0
"12076",104,"Sacramento",31,28,24,31,114,"LALakers",26,31,28,37,122,8,2022,0
"12077",105,"Philadelphia",33,29,26,28,116,"Orlando",33,26,30,17,106,-10,2022,0
"12078",105,"Detroit",19,32,24,36,111,"Charlotte",37,28,35,40,140,29,2022,0
"12079",105,"Houston",29,25,32,28,114,"Washington",26,29,28,28,111,-3,2022,0
"12080",105,"SanAntonio",30,28,22,19,99,"Boston",30,26,21,20,97,-2,2022,0
"12081",105,"GoldenState",21,18,28,15,82,"Dallas",21,29,20,29,99,17,2022,0
"12082",105,"Brooklyn",32,28,34,35,129,"Indiana",37,36,28,20,121,-8,2022,0
"12083",105,"OklahomaCity",10,26,27,27,90,"Minnesota",30,19,20,29,98,8,2022,0
"12084",105,"Toronto",35,33,24,25,117,"Milwaukee",42,35,11,23,111,-6,2022,0
"12085",105,"Atlanta",33,21,24,30,108,"Sacramento",24,21,30,27,102,-6,2022,0
"12086",105,"Miami",30,28,25,32,115,"Portland",23,24,33,29,109,-6,2022,0
"12087",105,"Utah",26,31,31,27,115,"Denver",26,30,22,31,109,-6,2022,0
"12088",106,"Boston",25,38,21,21,105,"NewYork",18,29,30,31,108,3,2022,0
"12089",106,"GoldenState",22,24,26,24,96,"NewOrleans",16,31,28,26,101,5,2022,0
"12090",106,"Detroit",18,28,22,20,88,"Memphis",32,30,28,28,118,30,2022,0
"12091",106,"LAClippers",20,20,26,23,89,"Phoenix",21,35,19,31,106,17,2022,0
"12092",107,"SanAntonio",19,34,27,20,100,"Philadelphia",39,32,26,22,119,19,2022,0
"12093",107,"Milwaukee",29,31,38,23,121,"Brooklyn",21,28,31,29,109,-12,2022,0
"12094",107,"Utah",40,22,30,16,108,"Toronto",25,24,45,28,122,14,2022,0
"12095",107,"Dallas",43,37,30,20,130,"Houston",23,37,26,20,106,-24,2022,0
"12096",107,"Minnesota",32,41,30,32,135,"OklahomaCity",28,29,23,25,105,-30,2022,0
"12097",107,"Washington",32,34,29,27,122,"Chicago",37,36,34,23,130,8,2022,0
"12098",107,"Sacramento",23,31,31,26,111,"Denver",35,31,30,25,121,10,2022,0
"12099",107,"Cleveland",24,33,25,32,114,"Portland",21,26,31,23,101,-13,2022,0
"12100",107,"Atlanta",28,33,26,31,118,"LALakers",34,30,37,33,134,16,2022,0
"12101",108,"Memphis",28,38,28,29,123,"LAClippers",36,20,28,24,108,-15,2022,0
"12102",108,"Utah",27,25,34,27,113,"Indiana",33,28,29,35,125,12,2022,0
"12103",108,"Orlando",26,19,28,19,92,"Detroit",31,21,21,24,97,5,2022,0
"12104",108,"Milwaukee",29,12,34,31,106,"Charlotte",27,20,42,25,114,8,2022,0
"12105",108,"NewYork",26,16,18,15,75,"Boston",21,23,32,23,99,24,2022,0
"12106",108,"Miami",33,38,27,25,123,"Phoenix",29,21,29,21,100,-23,2022,0
"12107",109,"Atlanta",23,30,20,20,93,"LAClippers",31,28,27,20,106,13,2022,0
"12108",109,"Washington",20,22,25,35,102,"Orlando",26,23,22,29,100,-2,2022,0
"12109",109,"NewOrleans",26,22,29,24,101,"Toronto",27,22,30,26,105,4,2022,0
"12110",109,"Minnesota",36,39,36,30,141,"Houston",26,28,34,35,123,-18,2022,0
"12111",109,"Denver",36,25,19,19,99,"OklahomaCity",23,26,29,17,95,-4,2022,0
"12112",109,"Chicago",32,23,24,20,99,"Dallas",22,32,29,30,113,14,2022,0
"12113",109,"SanAntonio",32,19,38,24,119,"Brooklyn",32,28,31,22,121,2,2022,0
"12114",109,"Cleveland",21,25,14,22,82,"GoldenState",24,27,28,17,96,14,2022,0
"12115",109,"Sacramento",21,19,27,21,88,"Portland",27,26,29,21,103,15,2022,0
"12116",109,"Memphis",27,38,42,20,127,"LALakers",27,25,31,36,119,-8,2022,0
"12117",110,"Utah",35,26,23,32,116,"Detroit",21,27,40,38,126,10,2022,0
"12118",110,"Milwaukee",19,29,26,25,99,"Charlotte",28,19,36,20,103,4,2022,0
"12119",110,"SanAntonio",26,23,26,21,96,"NewYork",23,28,31,29,111,15,2022,0
"12120",110,"Indiana",17,22,21,29,98,"Boston",23,19,26,21,101,3,2022,0
"12121",110,"Cleveland",28,34,22,25,109,"Sacramento",22,27,30,29,108,-1,2022,0
"12122",110,"Philadelphia",36,26,29,20,111,"Houston",27,23,22,19,91,-20,2022,0
"12123",110,"Brooklyn",26,36,19,27,108,"Portland",33,22,32,27,114,6,2022,0
"12124",111,"OklahomaCity",31,30,32,25,118,"Washington",30,28,36,28,122,4,2022,0
"12125",111,"Phoenix",23,23,23,30,99,"Toronto",31,17,23,24,95,-4,2022,0
"12126",111,"GoldenState",24,27,39,18,108,"Memphis",28,31,28,29,116,8,2022,0
"12127",111,"Minnesota",36,23,30,36,125,"NewOrleans",35,30,32,31,128,3,2022,0
"12128",111,"Denver",18,23,25,19,85,"LAClippers",16,12,27,32,87,2,2022,0
"12129",111,"Detroit",27,25,14,21,87,"Chicago",28,33,36,36,133,46,2022,0
"12130",112,"Charlotte",34,30,21,24,109,"Philadelphia",35,15,26,22,98,-11,2022,0
"12131",112,"Orlando",16,27,29,34,106,"Washington",33,19,32,28,112,6,2022,0
"12132",112,"Boston",35,19,33,32,119,"Indiana",25,24,22,29,100,-19,2022,0
"12133",112,"Dallas",21,24,21,19,85,"NewYork",30,26,28,24,108,23,2022,0
"12134",112,"Miami",21,35,30,29,115,"Atlanta",27,24,16,24,91,-24,2022,0
"12135",112,"Houston",39,24,28,37,128,"SanAntonio",36,31,23,34,124,-4,2022,0
"12136",112,"Cleveland",27,31,30,23,111,"Utah",24,28,16,23,91,-20,2022,0
"12137",112,"LALakers",34,33,23,26,116,"Sacramento",29,32,40,24,125,9,2022,0
"12138",112,"Brooklyn",38,24,39,37,138,"Chicago",31,29,19,33,112,-26,2022,0
"12139",113,"GoldenState",21,17,34,27,99,"Milwaukee",37,40,20,21,118,19,2022,0
"12140",113,"Minnesota",31,29,24,24,108,"Memphis",25,28,37,26,116,8,2022,0
"12141",113,"LAClippers",15,19,29,26,89,"NewOrleans",28,25,34,26,113,24,2022,0
"12142",113,"OklahomaCity",38,32,30,30,130,"Brooklyn",26,25,32,26,109,-21,2022,0
"12143",113,"Portland",28,27,25,28,108,"Denver",41,31,29,39,140,32,2022,0
"12144",114,"Orlando",35,26,27,28,116,"Charlotte",36,27,28,18,109,-7,2022,0
"12145",114,"Toronto",27,16,23,21,87,"Detroit",31,25,27,20,103,16,2022,0
"12146",114,"Phoenix",23,23,34,32,112,"Indiana",19,19,38,18,94,-18,2022,0
"12147",114,"Boston",14,21,31,33,99,"Philadelphia",32,23,28,28,111,12,2022,0
"12148",114,"GoldenState",37,41,34,26,138,"Chicago",28,19,25,24,96,-42,2022,0
"12149",114,"Atlanta",30,40,29,19,118,"Miami",40,24,30,30,124,6,2022,0
"12150",114,"Cleveland",35,29,20,30,114,"SanAntonio",26,33,27,23,109,-5,2022,0
"12151",114,"Houston",40,20,29,25,114,"Sacramento",31,34,33,28,126,12,2022,0
"12152",114,"Dallas",25,25,34,28,112,"Memphis",29,26,18,12,85,-27,2022,0
"12153",115,"Toronto",20,26,27,30,103,"Milwaukee",29,20,20,27,96,-7,2022,0
"12154",115,"Portland",29,39,26,21,115,"Washington",24,33,23,30,110,-5,2022,0
"12155",115,"NewOrleans",22,19,36,28,105,"Brooklyn",32,37,26,25,120,15,2022,0
"12156",115,"NewYork",31,34,20,32,117,"Atlanta",28,23,26,31,108,-9,2022,0
"12157",115,"Cleveland",24,22,37,24,107,"OklahomaCity",32,24,29,17,102,-5,2022,0
"12158",115,"Philadelphia",20,23,32,34,109,"Miami",29,21,23,25,98,-11,2022,0
"12159",115,"Chicago",22,27,34,29,112,"Boston",32,22,30,30,114,2,2022,0
"12160",115,"LAClippers",22,25,33,14,94,"SanAntonio",21,35,29,16,101,7,2022,0
"12161",115,"LALakers",29,31,19,17,96,"Denver",34,39,29,31,133,37,2022,0
"12162",115,"Orlando",23,20,25,24,92,"Dallas",32,23,30,23,108,16,2022,0
"12163",116,"Houston",29,26,30,33,118,"Sacramento",21,39,28,24,112,-6,2022,0
"12164",116,"GoldenState",22,28,31,18,99,"Minnesota",30,26,35,28,119,20,2022,0
"12165",116,"Utah",37,31,23,34,125,"Denver",33,25,30,14,102,-23,2022,0
"12166",116,"Phoenix",39,25,39,32,135,"Detroit",35,19,28,26,108,-27,2022,0
"12167",117,"NewOrleans",29,17,23,23,92,"Boston",18,21,32,33,104,12,2022,0
"12168",117,"Charlotte",34,28,24,11,97,"NewYork",23,21,23,20,87,-10,2022,0
"12169",117,"Philadelphia",29,26,28,15,98,"Washington",38,23,30,26,117,19,2022,0
"12170",117,"Brooklyn",31,28,29,19,107,"Cleveland",30,35,22,27,114,7,2022,0
"12171",117,"Chicago",20,25,27,34,106,"Memphis",20,38,34,27,119,13,2022,0
"12172",117,"Indiana",27,32,31,43,133,"LAClippers",40,28,36,35,139,6,2022,0
"12173",117,"Milwaukee",26,36,26,26,114,"Atlanta",17,33,33,38,121,7,2022,0
"12174",117,"Portland",22,32,27,17,98,"Orlando",17,23,21,27,88,-10,2022,0
"12175",117,"Toronto",30,21,24,24,99,"Miami",27,31,22,24,104,5,2022,0
"12176",117,"Phoenix",32,27,28,34,121,"SanAntonio",29,27,35,16,107,-14,2022,0
"12177",117,"OklahomaCity",24,18,30,30,102,"Dallas",33,20,24,27,104,2,2022,0
"12178",117,"Utah",25,21,32,17,95,"LALakers",24,28,20,29,101,6,2022,0
"12179",118,"Minnesota",30,31,25,26,112,"NewYork",23,28,40,19,110,-2,2022,0
"12180",118,"Detroit",22,16,25,23,86,"GoldenState",33,33,17,19,102,16,2022,0
"12181",119,"Brooklyn",33,41,23,22,119,"Washington",28,34,24,32,118,-1,2022,0
"12182",119,"Orlando",21,36,23,30,110,"Philadelphia",25,22,47,29,123,13,2022,0
"12183",119,"Charlotte",25,31,30,25,111,"Boston",27,21,26,28,102,-9,2022,0
"12184",119,"Portland",26,30,24,12,92,"Miami",23,35,20,26,104,12,2022,0
"12185",119,"Minnesota",42,31,20,29,122,"Atlanta",26,35,45,28,134,12,2022,0
"12186",119,"Cleveland",29,20,29,26,104,"Chicago",24,34,29,30,117,13,2022,0
"12187",119,"Memphis",30,17,40,27,114,"Milwaukee",36,25,35,30,126,12,2022,0
"12188",119,"Toronto",31,23,22,22,98,"Dallas",27,28,28,19,102,4,2022,0
"12189",119,"OklahomaCity",22,29,27,18,96,"SanAntonio",32,37,37,12,118,22,2022,0
"12190",119,"Houston",36,21,26,33,116,"Utah",27,35,19,30,111,-5,2022,0
"12191",119,"Detroit",33,33,39,28,133,"Sacramento",26,45,32,28,131,-2,2022,0
"12192",119,"LAClippers",25,34,22,33,128,"Denver",29,18,34,33,130,2,2022,0
"12193",119,"Indiana",23,27,26,35,111,"LALakers",32,24,24,24,104,-7,2022,0
"12194",120,"NewOrleans",27,19,35,21,102,"NewYork",17,25,15,34,91,-11,2022,0
"12195",120,"Phoenix",22,23,29,35,109,"Dallas",26,27,29,19,101,-8,2022,0
"12196",120,"Indiana",23,32,28,27,121,"GoldenState",30,33,20,27,117,-4,2022,0
